Title,Supervisor,Aim,URLs,Pre- and Co-Req,Background
Implementing Trust Decisions in Distributed Computing,Supervisor: Carsten Rudolph,The aim of the study is to document the experience of an SME and capture relevant lessons learned. Such lessons can be useful for enhancing cloud ERP research in addition to guiding other organisations who are considering a similar move. The study will investigate:,,This project requires basic knowledge on distributed systems/computer networks and IT security and good programming skills.,"You will be using programming tools like Scala (Java's, younger, smarter sibling) in combination with Akka (a recent framework for powerful reactive, concurrent, and distributed applications) for implementing distributed algorithms together with languages like Python with interfaces to logic programming for static reasoning. This project will allow you to broaden your knowledge in systems security and use your expertise as a software developer and computer scientist by bringing scientific reasoning and efficient use of security mechanisms to real world scenarios."
,,,http://link.springer.com/10.1007/978-981-287-652-2,,
,,,http://sit.sit.fraunhofer.de/smv/publications/download/CSI-2004.pdf,,
,,,http://sit.sit.fraunhofer.de/smv/publications/download/PES2010.pdf,,
A Cyber Security Requirements Model for the Monash Micro-Grid,Supervisor: Carsten Rudolph and Ariel Liebman,"The goal of this project is to improve the understanding of security requirements of the future Monash electricity network. In order to develop this understanding, you will create a model of the network showing the main components and the processes within the network. Then, you will work with micro grid specialized to identify security requirements in terms of processes and data. The first result will be a formal or semi-formal model the provides a precise expression of security requirements on different levels. You will also be to explore suitability of approaches like business process modelling, formal modelling frameworks or more technical trust relation models to express security requirements of such an infrastructure. As part of the ongoing research innititive towards smart micro grids you will be providing a unique insight into cyber security related challenges w.r.t trust and security in smart grids. Finally, the model will be used to evaluate the impact of possible security solutions.",,The project is suitable for student with cyber security knowledge and a sound knowledge of computer networks.,"International Computer Standards & Interface Journal (CSI), Special issue on formal methods, techniques and tools for secure and reliable applications, 2004."
Independent component analysis for identifying patterns of household energy consumption,Supervisors: Lachlan Andrew and Asef Nazari,"This project will apply Independent Component Analysis (ICA), or alternatively non-negative matrix factorisation, to half-hourly electricity consumption data of thousands of houses to seek to identify components corresponding to tasks such as heating, cooling, and getting ready for work. The first steps will be to preprocess the data to reduce the computational burden, and to perform ICA. The next step will be to try to interpret the resulting components to infer the underlying causes of the energy consumption.",,"The student should be comfortable with basic mathematics, including probability and linear algebra. The student will need to learn a language such as Matlab or R, or a package such as NumPy.","This project will apply Independent Component Analysis (ICA), or alternatively non-negative matrix factorisation, to half-hourly electricity consumption data of thousands of houses to seek to identify components corresponding to tasks such as heating, cooling, and getting ready for work. The first steps will be to preprocess the data to reduce the computational burden, and to perform ICA. The next step will be to try to interpret the resulting components to infer the underlying causes of the energy consumption."
Deep Learning Methods in Wireless Communications,Supervisors: Amin Sakzad,"This project aims at finding a low-complexity, close to optimal channel decoding of lattices and lattice/codes in wireless communications. We consider short length well-known lattices such as Barnes-Wall lattices and higher dimension ones including LDPC lattices, LDLC, LDA, and Turbo lattices (see [6] and references therein). We may try different approaches to tackle these problems. This includes applying the above mentioned techniques to the underlying label code of a lattice or applying the deep learning methods to the corresponding trellis representation of the lattice (see [7] and references therein).",,"Ability to write computer programs in Matlab, basic knowledge of deep learning and/or coding theory and/or lattices.","[7] A.H. Banihashemi and F.R. Kschischang, ""Tanner graphs for block codes and lattices: construction and complexity,"" IEEE Trans. Inform. Theory, vol. 47, pp. 822–834, 2001."
Integer-Forcing Linear Receivers for Multiple-Input Multiple-Output (MIMO) Channels,Supervisors: Amin Sakzad and Pierre Le Bodic,This project has two folds: (1) The problem of finding suitable integer linear combination of the received symbols has only been addressed with respect to \ell_2 norm. This project aims at solving the mentioned problem with respect to \ell_1 norm. (2) The other problem of finding the best unitary precoder for integer-forcing is a min-max optimization problem that needs to be addressed too. Both these problems should be studied analytically and numerically using computer simulations.,,"Digital Communication, Integer Programming, Matlab","[3] A. Sakzad and E. Viterbo, ""Full Diversity Unitary Precoded Integer-Forcing,"" IEEE Trans. Wireless Commun., vol. 14, no. 8, pp. 4316–4327, Aug. 2015."
,,,http://ultimatetictactoe.creativitygames.net/,,
"Learning when to ""sacrifice"" in ultimate tic-tac-toe",Supervisors: Aldeida Aleti and Pierre Le Bodic,"In this project, we will investigate efficient algorithms that solve the ultimate tic-tac-toe, with the main focus on learning moves that require ""sacrificing"" immediate reward in order to win the game.",,Knowledge of algorithms and problem solving.,"In this project, we will investigate efficient algorithms that solve the ultimate tic-tac-toe, with the main focus on learning moves that require ""sacrificing"" immediate reward in order to win the game."
Web traffic analysis for understanding patient perceptions of pharmacotherapy for Rheumatoid Arthritis,"Supervisors: Pari Delir Haghighi, Frada Burstein and Helen Keen (University of Western Australia)","The project will focus on web traffic analytics by exploring, examining and reviewing Google search results for a set of keywords related to Rheumatoid arthritis and its treatment (i.e.  Conventional DMARDs (cDMARD and  biologic DMARDs (bDMARDs) and biosimilars). It will assess the content available on these websites for accuracy, credibility and suitability.",,Information management and data analysis skills are preferred.,"Marinez et al (2016) Patient Understanding of the Risks and Benefits of Biologic Therapies in Inflammatory Bowel Disease: Insights from a Large-scale Analysis of Social Media Platforms, Inflamm Bowel Dis. 2017 Jul;23(7):1057-1064"
,,,http://www.simcity.com/,,
,,,http://www.matsim.org/,,
Surface-Integrated Layouts in Augmented Reality,Supervisors:,"Future cities are smart but full of surprises. In this project, students will explore an open source game engine (simcity.com) to build and model a future city. The focus will be in linking this open source software with another open source agent-based software (matsim.org) to evaluate the changes in society due to the emergence of disruptive technologies. For example, how are people’s transportation habits affected by the emergence of driverless cars or shared mobility?",,"Programming knowledge of Java or C#, knowledge of Unity programming environment is an asset but not required.","The goal of this project is to develop new algorithms to manage surface-integrated layouts for AR content. The layouts will balance multiple factors such as spatial configuration of available surfaces, background surface colour and texture, and the context of users and other occupants in the environment. The developed algorithms will be implemented in prototype AR systems and evaluated in user studies."
,,,https://pupil-labs.com/ https://www.leapmotion.com/en/,,
Natural Interaction Methods for Augmented Reality,"Supervisors: Barrett Ens, Maxime Cordeil and Tim Dwyer","Future cities are smart but full of surprises. In this project, students will explore an open source game engine (simcity.com) to build and model a future city. The focus will be in linking this open source software with another open source agent-based software (matsim.org) to evaluate the changes in society due to the emergence of disruptive technologies. For example, how are people’s transportation habits affected by the emergence of driverless cars or shared mobility?",,"Programming knowledge of Java or C#, knowledge of Unity programming environment is an asset but not required. Knowledge of Human-Computer interaction is desired but not essential.","This project aims to develop new input techniques for wearable AR. New techniques will use natural input methods, using data from wearable technology such as PupilLabs eye-tracking hardware and Leap motion sensors. The developed techniques will be evaluated in user studies."
Immersive Visualisation for In-Situ Maintenance,"Supervisors: Barrett Ens, Arnaud Prouzeau and Tim Dwyer","Future cities are smart but full of surprises. In this project, students will explore an open source game engine (simcity.com) to build and model a future city. The focus will be in linking this open source software with another open source agent-based software (matsim.org) to evaluate the changes in society due to the emergence of disruptive technologies. For example, how are people’s transportation habits affected by the emergence of driverless cars or shared mobility?",,"Programming knowledge of Java or C#, knowledge of Unity programming environment is an asset but not required. Knowledge of Human-Computer interaction is desired but not essential.","This project will investigate the development of immersive visualisations using AR (and/or simulated using Virtual Reality). Visualisations will be created in mock-up environments or using 3D building models, and implemented in prototype systems. The developed visualisations will be evaluated in user studies."
Prediction and simulation for building management using Machine Learning,Supervisors,"Future cities are smart but full of surprises. In this project, students will explore an open source game engine (simcity.com) to build and model a future city. The focus will be in linking this open source software with another open source agent-based software (matsim.org) to evaluate the changes in society due to the emergence of disruptive technologies. For example, how are people’s transportation habits affected by the emergence of driverless cars or shared mobility?",,R and Python. Knowledge of Machine learning is desired but not essential.,"This project will investigate the use of Machine Learning algorithm to, first, understand the real behaviour of the HVAC system, and second, to simulate its future performance. Such simulation could then be used to optimise its operation and predict failure. Data from current Monash buildings will be used in this project."
,,,https://github.com/googlecartographer/cartographer,,
,,,http://campar.in.tum.de/pub/tateno2017cvpr/tateno2017cvpr.pdf,,
Indoor Robot Navigation,Supervisors: Patrick Hutchings and Jon McCormack,"The aim of this project is to research viable means of navigating a wheeled robot around an indoor space using monocular computer vision, IMU sensors and location tracking beacons.  While there are a number of simultaneous localisation and mapping systems for indoor navigation, such as google cartographer and CNN-SLAM, specific requirements of this project have produced interesting challenges in this area.  The indoor space is known, and modelled in high detail and location beacons help localise the robot to 20cm accuracy, however the robot needs to operate around groups of moving people and the computational power of the robot is less than typically used for machine-vision only approaches.  The project will involve finding a suitable heuristics for integrating these different sensors and datastreams to reliably establish location and orientation of the robot in real-time.",,"Extensive programming experience with Python and some familiarity with OpenCV and machine vision are required for this project.  It is expected that machine learning, especially deep learning, will form a significant part of this project and the student will be expected to engage with this topic, with guidance from supervisors.","The aim of this project is to research viable means of navigating a wheeled robot around an indoor space using monocular computer vision, IMU sensors and location tracking beacons.  While there are a number of simultaneous localisation and mapping systems for indoor navigation, such as google cartographer and CNN-SLAM, specific requirements of this project have produced interesting challenges in this area.  The indoor space is known, and modelled in high detail and location beacons help localise the robot to 20cm accuracy, however the robot needs to operate around groups of moving people and the computational power of the robot is less than typically used for machine-vision only approaches.  The project will involve finding a suitable heuristics for integrating these different sensors and datastreams to reliably establish location and orientation of the robot in real-time."
,,,http://www.learningdesign.com/Portfolio/DrawDev/kiddrawing.html,,
,,,http://www.aaronshome.com/aaron/index.html,,
,,,https://quickdraw.withgoogle.com/data,,
,,,https://experiments.withgoogle.com/sketch-rnn-demo,,
,,,https://arxiv.org/abs/1704.03477,,
Teaching Machines to Draw,Supervisors: Jon McCormack,"The aim of this project is to get a computer or robot to learn how to draw. Using neural networks trained on human drawing, the system should be able to generate its own sketches following basic sketching gestures from the human user. Networks trained n different drawing styles should produce drawings that further that style. One important research aspect of the project will be incorporating evaluation into the drawing system, so it can evaluate and improve on the quality of its drawing as it learns. This component will involve feature detection and clustering to see where each drawing falls in relation to the training set and human drawing more generally.",,"Some experience with neural networks and programming skills in Python. The ability to sketch or draw competently would be an asset, but is not essential.","The aim of this project is to get a computer or robot to learn how to draw. Using neural networks trained on human drawing, the system should be able to generate its own sketches following basic sketching gestures from the human user. Networks trained n different drawing styles should produce drawings that further that style. One important research aspect of the project will be incorporating evaluation into the drawing system, so it can evaluate and improve on the quality of its drawing as it learns. This component will involve feature detection and clustering to see where each drawing falls in relation to the training set and human drawing more generally."
,,,http://www.nature.com/articles/s42003-018-0078-7,,
,,,https://www.quantamagazine.org/mathematics-shows-how-to-ensure-evolution-20180626/,,
Evolutionary Dynamics on Graphs,Supervisor: Jon McCormack,The aim of this project is to look at how different graph topologies can be used in evolutionary algorithms to avoid extinction or fixation of mutation within a population. Using different graph structures may help multivariate solutions emerge for certain problems. The application of the algorithms developed will be applied to a series of known problems to gage their performance with the current state-of-the-art.,,Experience with graph representations and a basic understanding of evolutionary algorithms would be of benefit.,The aim of this project is to look at how different graph topologies can be used in evolutionary algorithms to avoid extinction or fixation of mutation within a population. Using different graph structures may help multivariate solutions emerge for certain problems. The application of the algorithms developed will be applied to a series of known problems to gage their performance with the current state-of-the-art.
,,,https://github.com/lilicoding/KnowledgeZooClient,,
Constructing Knowledge Graph for Android: Analyses and Applications,Supervisors: Li Li,"The aim of this work is to provide a knowledge graph of Android apps for our fellow researchers working in the field of mobile app analysis to quickly search for relevant artefacts so as to facilitate their research in various means, e.g., to search for app samples exactly suitable for their experiments.",,Shell,"[3] Li Li, Jun Gao, Médéric Hurier, Pingfan Kong, Tegawendé F Bissyandé, Alexandre Bartel, Jacques Klein, Yves Le Traon, AndroZoo++: Collecting Millions of Android Apps and Their Metadata for the Research Community, arXiv preprint arXiv:1709.05281, 2017"
,,,https://www.monash.edu/researchinfrastructure/proteomics,,
Creation of an automated pipeline to monitor and visualise the performance of LC-MS/MS systems,"Supervisors: Tobias Czauderna, Michael Wybrow, Ralf Schittenhelm (Monash Biomedical Proteomics Facility)","We therefore propose to create an automated pipeline, which (i) analyses mass spectrometric QC data, (ii) extracts essential, performance-related information and (iii) visualises this information on a website for further inspection and archiving purposes. Initial versions of scripts are already in place at the Monash Biomedical Proteomics Facility to analyse mass spectrometric QC data and to extract relevant information from these data. The focus of this honours project will be to (i) extend/adapt the scripts for information extraction as necessary, (ii) create a web-based visualisation tool which converts this extracted information into appealing and meaningful graphics, and (iii) evaluate the developed tool with users from the MBPF.",,"JavaScript programming knowledge, interest in visualisation and potentially knowledge in D3 or a similar visualisation framework","We therefore propose to create an automated pipeline, which (i) analyses mass spectrometric QC data, (ii) extracts essential, performance-related information and (iii) visualises this information on a website for further inspection and archiving purposes. Initial versions of scripts are already in place at the Monash Biomedical Proteomics Facility to analyse mass spectrometric QC data and to extract relevant information from these data. The focus of this honours project will be to (i) extend/adapt the scripts for information extraction as necessary, (ii) create a web-based visualisation tool which converts this extracted information into appealing and meaningful graphics, and (iii) evaluate the developed tool with users from the MBPF."
,,,http://www.sbgn.org,,
,,,https://www.adaptagrams.org,,
,,,http://ialab.it.monash.edu/,,
Graph layout for SBGN Entity Relationship maps,"Supervisors: Tobias Czauderna, Michael Wybrow","The aim of the project is the development of a graph layout algorithm for SBGN Entity Relationship maps. These maps could be considered as hypergraphs with edges joining more than two nodes. Different approaches to this problem are possible, potentially the layout algorithm can be developed using the hypergraphs or the hypergraphs can be transformed into graphs with edges joining only two nodes. For either approach constraint-based layout techniques, developed by members of the Immersive Analytics Lab at the FIT and available in the Adaptagrams library, could be used.",,"Programming knowledge, interest in graph visualisation and graph layout","The aim of the project is the development of a graph layout algorithm for SBGN Entity Relationship maps. These maps could be considered as hypergraphs with edges joining more than two nodes. Different approaches to this problem are possible, potentially the layout algorithm can be developed using the hypergraphs or the hypergraphs can be transformed into graphs with edges joining only two nodes. For either approach constraint-based layout techniques, developed by members of the Immersive Analytics Lab at the FIT and available in the Adaptagrams library, could be used."
,,,http://faculty.chicagobooth.edu/nicholas.polson/research/papers/Bayes1.pdf,,
,,,http://web.mit.edu/6.435/www/Dempster77.pdf,,
Estimating high dimensional linear regression models using Bayesian inference,Supervisors: Daniel Schmidt,"The aim of the project is the development of a graph layout algorithm for SBGN Entity Relationship maps. These maps could be considered as hypergraphs with edges joining more than two nodes. Different approaches to this problem are possible, potentially the layout algorithm can be developed using the hypergraphs or the hypergraphs can be transformed into graphs with edges joining only two nodes. For either approach constraint-based layout techniques, developed by members of the Immersive Analytics Lab at the FIT and available in the Adaptagrams library, could be used.",,Ability to program (MATLAB/R/Python); linear regression; reasonable understanding Bayesian statistics,"This project will look at using the expectation-maximisation (EM) algorithm [2] to build fast, novel algorithms to estimate sparse linear models - potentially with hierarchical groupings of the predictors - using state-of-the-art Bayesian methods. The resulting methods are likely to be the amongst the best techniques for the problem that currently exist."
,,,https://projecteuclid.org/euclid.ss/1177013604,,
,,,http://dschmidt.org/wp-content/uploads/2016/12/Grouped-Horseshoe-Regression-Xu-et-al-2016.pdf,,
,,,https://arxiv.org/abs/1611.06649,,
Interpretable non-linear modelling using Bayesian additive regression,Supervisors: Daniel Schmidt,"The aim of the project is the development of a graph layout algorithm for SBGN Entity Relationship maps. These maps could be considered as hypergraphs with edges joining more than two nodes. Different approaches to this problem are possible, potentially the layout algorithm can be developed using the hypergraphs or the hypergraphs can be transformed into graphs with edges joining only two nodes. For either approach constraint-based layout techniques, developed by members of the Immersive Analytics Lab at the FIT and available in the Adaptagrams library, could be used.",,Ability to program (MATLAB/R/Python); linear regression; reasonable understanding Bayesian statistics,"This project will utilise recent developments in Bayesian regression to build new tools for flexible additive regression. The work will explore different smoothing techniques and will build on existing, highly efficient toolbox for Bayesian regression [2,3]. Ideally the student will add a layer of code that allows simple specification of additive models that utilises the statistical advantages of the Bayesian framework. This work has the potential to be picked up and utilised by others."
,,,https://arxiv.org/abs/1205.0310,,
,,,https://arxiv.org/pdf/1802.09565.pdf,,
,,,https://arxiv.org/abs/1611.06649,,
Bayesian regression for binary data: probit versus logistic,Supervisors: Daniel Schmidt,"The aim of the project is the development of a graph layout algorithm for SBGN Entity Relationship maps. These maps could be considered as hypergraphs with edges joining more than two nodes. Different approaches to this problem are possible, potentially the layout algorithm can be developed using the hypergraphs or the hypergraphs can be transformed into graphs with edges joining only two nodes. For either approach constraint-based layout techniques, developed by members of the Immersive Analytics Lab at the FIT and available in the Adaptagrams library, could be used.",,Ability to program (MATLAB/R/Python); linear regression; reasonable understanding Bayesian statistics,"This project will look to implement this new probit technique within an already established Bayesian regression toolbox [3], and then compare the performance and behaviour of probit regression with logistic regression in this setting."
,,,https://arxiv.org/pdf/1802.03141.pdf,,
,,,https://arxiv.org/pdf/1507.03133.pdf,,
Learning which predictors are important in a linear regression using minimum message length,Supervisors:,"The aim of the project is the development of a graph layout algorithm for SBGN Entity Relationship maps. These maps could be considered as hypergraphs with edges joining more than two nodes. Different approaches to this problem are possible, potentially the layout algorithm can be developed using the hypergraphs or the hypergraphs can be transformed into graphs with edges joining only two nodes. For either approach constraint-based layout techniques, developed by members of the Immersive Analytics Lab at the FIT and available in the Adaptagrams library, could be used.",,Ability to program (MATLAB/R/Python); linear regression; reasonable understanding Bayesian statistics,"This project would aim to develop/extend/test methodology for selecting a plausible set of predictors for regression models using the minimum message length idea. The ideas from [2] will serve as a suitable building block. There are several directions that the student could take; for example, they could:"
,,,https://en.wikipedia.org/wiki/Topic_model,,
,,,https://github.com/ethanhezhao/MetaLDA,,
,,,https://arxiv.org/abs/1709.06365,,
Experiments with Topic Models using Side Information,Supervisors:    Wray Buntine,"There are a number of interesting scenarios we would like to test out using MetaLDA.  How well can we model structured documents (for instance, medical articles that have different sections) and tweets or document collections whose nature should vary from year to year?  Moreover, can we model cross-lingual collections using cross-lingual side information about words?  So the aim is to develop a number of scenarios to test the system, prepare the text collections, perform the analysis, and interpret results.",,Good Python skills to do basic text munging and text database manipulation.,"There are a number of interesting scenarios we would like to test out using MetaLDA.  How well can we model structured documents (for instance, medical articles that have different sections) and tweets or document collections whose nature should vary from year to year?  Moreover, can we model cross-lingual collections using cross-lingual side information about words?  So the aim is to develop a number of scenarios to test the system, prepare the text collections, perform the analysis, and interpret results."
,,,https://en.wikipedia.org/wiki/Multiclass_classification,,
,,,https://en.wikipedia.org/wiki/Multi-label_classification,,
,,,http://manikvarma.org/downloads/XC/XMLRepository.html,,
,,,https://github.com/fpetitjean/Chordalysis,,
,,,https://topicmodels.org/2018/05/15/some-research-papers-on-hierarchical-models/,,
Multi-class classification with Bayesian Networks,Supervisors:  Wray Buntine and Francois Petitjean,At Monash we have developed a state of the art classifier that extends the naive Bayes classifier by building a Bayesian network.,,Good Python skills to do basic text munging and text database manipulation. Basic understanding of probabilistic models to gain an understanding of what the algorithm does.  General practical machine learning knowledge. Flair for scripting and experimenting.   Good experience with Java would be beneficial but not essential.,"How could we apply this to multi-class and/or multi-label classification? The idea is to try a number of task decompositions and test them out. So we would manipulate datasets in different ways to build different structures using the software, in order to achieve different variants of a classifier.  The project would involve conceiving different approaches, massaging the inputs and outputs of the software to achieve this, running experiments and analysis."
Measuring inpatient acuity in General Medicine using EMRs (Electronic medical record),"Supervisors: Yen Cheung, Evan Newnham (Eastern Health)",This project aims to,,Interest and some knowledge of data analysis and data visualisation,"Brennan C, The Oncology Acuity Tool: A reliable method for measuring patient acuity for nurse assignment decisions, Journal of Nursing Measurement, Vol 20, No. 3, 2012, pp 155-185"
Defend Adversarial Example Attacks on Neural Networks,"Supervisors: Carsten Rudolph, Shuo Wang","the main focus is to use the theory of differential privacy to learn robust deep learning or machine learning models, with provable theoretical guarantees for a subset of predictions, to guarantee the robustness against adversarial perturbations of bounded size.",,- Good programming knowledge (Python),"the main focus is to use the theory of differential privacy to learn robust deep learning or machine learning models, with provable theoretical guarantees for a subset of predictions, to guarantee the robustness against adversarial perturbations of bounded size."
,,,https://deeplearning4j.org/generative-adversarial-network,,
Privacy-preserving GN (Generative Adversarial Network),Supervisors: Carsten Rudolph and Shuo Wang,The main focus is,,- Good programming knowledge (Python),"Furthermore, we will explore a privacy-preserving GAN that enables to handle high-dimensional and discrete data, incorporating Adversarial Autoencoders (AAE)."
,,,https://blogs.vmware.com/vsphere/2018/05/vsphere-6-7-virtual-trusted-platform-modules.html,,
,,,https://blogs.technet.microsoft.com/datacentersecurity/2017/04/21/shielded-vms-additional-considerations-when-running-a-guarded-fabric/,,
,,,https://software.intel.com/en-us/sgx,,
Virtual Trusted Platform Module meets Intel Software Guard Extensions,Supervisors: Carsten Rudolph,(1) Designing the integration of vTPM functionality (this might be a reduced set) into Intel SGX enclaves.,,(1) Interested in working with a group of security researchers and communicating your ideas.,(3) Evaluation of your design and prototype on a cloud scale by analyzing time and resource consumption as well as option of integration for open source hypervisors.
A computational model for the evolution of social preferences,Supervisors: Julian Garcia,"The aim of this model is to produce a computational model for the evolution of social preferences, using genetic programming. This will be useful in providing an evolutionary explanation for social preferences in humans, and also in artificially evolving social preferences for artificial agents.",,"Problem solving skills, an interest in game theory, applied mathematics and simulation. Skills in Python, Java or both.","- Alger, Ingela, and Jörgen W. Weibull. ""Homo moralis—preference evolution under incomplete information and assortative matching."" Econometrica 81.6 (2013): 2269-2302."
,,,"The student is expected to integrate malaria data from collaborators at the Biomedicine Discovery Institute, with biological networks obtained from NCBI PubMed literature. An example of such biological networks is at http://msb.embopress.org/content/6/1/453. Other network databases can be integrated as appropriate, which includes KEGG and SIGNOR. The network will need to be analysed, using various graph theory techniques, to study the topology that can potentially identify “interesting nodes and edges” of the network. These could be potential drug targets, which can be validated in the wet-lab by our collaborators.",,
,,,http://msb.embopress.org/content/6/1/453,,
,,,http://snap.stanford.edu/,,
,,,https://signor.uniroma2.it/,,
,,,https://www.genome.jp/kegg/pathway.html,,
Network-based algorithm for drug discovery for malaria,"Supervisors: Hieu Nim, Graham Farr","The student is expected to integrate malaria data from collaborators at the Biomedicine Discovery Institute, with biological networks obtained from NCBI PubMed literature. An example of such biological networks is at http://msb.embopress.org/content/6/1/453. Other network databases can be integrated as appropriate, which includes KEGG and SIGNOR. The network will need to be analysed, using various graph theory techniques, to study the topology that can potentially identify “interesting nodes and edges” of the network. These could be potential drug targets, which can be validated in the wet-lab by our collaborators.",,A strong background in programming skills is necessary. Interest in science and medicine is a plus.,"Biological networks play an important role in malaria infection in human, where effective drug combinations are yet to be discovered. In the past, biological network topology and associated data have been sparse due to their high cost and complexity. Rapid advances have been made in recent years in network medicine, creating an ideal opportunity for algorithm-based network analysis in search of drug targets."
,,,https://www.mja.com.au/journal/2017/206/5/australian-lupus-registry-and-biobank-timely-initiative,,
,,,https://doi.org/10.1136/annrheumdis-2013-205171,,
Algorithms to predict outcome from clinical data in lupus,"Supervisors: Hieu Nim, Alberta Hoi, Eric Morand (Monash Health)","The student is expected to integrate and analyse data from collaborators at Monash Health. Data are highly complex (demographic, laboratory test, physician’s assessment) and time-dependent. The student will implement predictive algorithms to analyse the data, and perform cross validation to evaluate the effectiveness of the prediction.",,A strong background in programming skills is necessary. Interest in science and medicine is a plus.,"The student is expected to integrate and analyse data from collaborators at Monash Health. Data are highly complex (demographic, laboratory test, physician’s assessment) and time-dependent. The student will implement predictive algorithms to analyse the data, and perform cross validation to evaluate the effectiveness of the prediction."
